"GEOID","state","income","income.moe","age","age.moe"
"25023","Massachusetts",75459,1061,42.1,0.1
"25025","Massachusetts",55044,992,32.2,0.1
"25027","Massachusetts",65313,682,39.8,0.2
"26001","Michigan",38033,1749,56.6,0.3
"26003","Michigan",39300,3165,48.7,0.4
"26005","Michigan",54264,1359,40,0.3
"26007","Michigan",38829,1569,47.1,0.3
"26009","Michigan",46845,1762,49.5,0.2
"26011","Michigan",38307,1629,48.4,0.4
"26013","Michigan",39803,2514,43.6,1.4
"26015","Michigan",55064,2552,42.6,0.3
"26017","Michigan",45583,1434,42.6,0.3
"26019","Michigan",47388,2287,48.4,0.3
"26021","Michigan",44993,1009,41.4,0.3
"26023","Michigan",44373,1589,40.6,0.5
"26025","Michigan",42520,1056,40.1,0.2
"26027","Michigan",46570,1880,44.1,0.2
"26029","Michigan",46554,1601,46.7,0.3
"26031","Michigan",40219,1325,49.1,0.3
"26033","Michigan",41993,1700,39,0.5
"26035","Michigan",33015,1106,46.4,0.2
"26037","Michigan",60909,1394,39.7,0.3
"26039","Michigan",41743,2001,49.3,0.3
"26041","Michigan",42031,1976,46.4,0.3
"26043","Michigan",43779,3239,46.4,0.4
"26045","Michigan",54993,1364,41,0.3
"26047","Michigan",51018,1617,44.3,0.2
"26049","Michigan",42327,575,39.6,0.2
"26051","Michigan",38021,1449,48.9,0.3
"26053","Michigan",35686,1379,48.3,0.4
"26055","Michigan",52950,1821,41.7,0.5
"26057","Michigan",41912,1381,38.9,0.5
"26059","Michigan",41961,1342,42,0.3
"26061","Michigan",37776,1703,32.8,0.3
"26063","Michigan",42161,1329,48,0.2
"26065","Michigan",45679,852,31.5,0.2
"26067","Michigan",49124,1626,37.9,0.5
"26069","Michigan",37317,1289,52,0.3
"26071","Michigan",33663,1724,53.3,0.3
"26073","Michigan",39377,1283,26.3,0.3
"26075","Michigan",46326,1459,40.5,0.3
"26077","Michigan",47476,980,34,0.2
"26079","Michigan",40534,1337,44.4,0.4
"26081","Michigan",53063,550,34.8,0.1
"26083","Michigan",37813,4009,54.5,0.5
"26085","Michigan",30439,1612,51.5,0.3
"26087","Michigan",52996,1367,43.3,0.2
"26089","Michigan",56189,2327,52.4,0.3
"26091","Michigan",48043,1244,40.9,0.2
"26093","Michigan",75204,906,42.1,0.2
"26095","Michigan",37088,2847,44.3,0.8
"26097","Michigan",38434,1822,50.9,0.4
"26099","Michigan",54582,606,40.8,0.2
"26101","Michigan",41395,1590,48.2,0.3
"26103","Michigan",45409,1226,39.1,0.3
"26105","Michigan",42024,2229,45.7,0.3
"26107","Michigan",41889,1556,35.7,0.4
"26109","Michigan",40373,1379,47.5,0.3
"26111","Michigan",54059,1681,40.9,0.4
"26113","Michigan",41098,1493,43,0.4
"26115","Michigan",55653,1535,41.7,0.2
"26117","Michigan",41584,1204,40,0.4
"26119","Michigan",36250,1815,54.6,0.3
"26121","Michigan",42829,917,39.1,0.3
"26123","Michigan",43693,1342,42.4,0.3
"26125","Michigan",67465,680,40.8,0.1
"26127","Michigan",41617,1409,42.3,0.4
"26129","Michigan",36063,1500,49,0.3
"26131","Michigan",34459,2047,55.6,0.2
"26133","Michigan",38999,1564,42.5,0.4
"26135","Michigan",33021,2322,51.3,0.3
"26137","Michigan",48917,2933,44.2,0.4
"26139","Michigan",58989,1424,34.7,0.2
"26141","Michigan",41213,1240,53.2,0.3
"26143","Michigan",35133,1471,54.4,0.3
"26145","Michigan",43042,795,40.3,0.2
"26147","Michigan",49730,1147,42.8,0.2
"26149","Michigan",44449,1194,39.2,0.4
"26151","Michigan",41100,1020,44.2,0.1
"26153","Michigan",34118,2977,50,0.3
"26155","Michigan",48233,936,41.5,0.3
"26157","Michigan",43768,1014,43.3,0.3
"26159","Michigan",46008,1763,41.3,0.3
"26161","Michigan",61003,901,33.4,0.2
"26163","Michigan",41210,304,37.8,0.1
"26165","Michigan",41534,1416,41.7,0.5
"27001","Minnesota",42252,893,53.1,0.2
"27003","Minnesota",70873,867,37.9,0.2
"27005","Minnesota",52038,1729,42.4,0.3
"27007","Minnesota",44757,2090,33.3,0.3
"27009","Minnesota",52178,2429,35.4,0.4
"27011","Minnesota",47794,3309,49.2,0.6
"27013","Minnesota",50061,1511,30.1,0.1
"27015","Minnesota",52598,2042,43.5,0.3
"27017","Minnesota",53227,2135,41,0.4
"27019","Minnesota",86323,2160,36.9,0.3
"27021","Minnesota",46531,916,48.3,0.2
"27023","Minnesota",50858,2807,43,0.7
"27025","Minnesota",71001,1943,40.2,0.4
"27027","Minnesota",57965,2431,32.4,0.3
"27029","Minnesota",43421,1966,42.5,0.4
"27031","Minnesota",52299,3546,51.3,0.6
"27033","Minnesota",46750,3851,42.8,0.6
"27035","Minnesota",49435,1589,43.5,0.3
"27037","Minnesota",75567,820,37.5,0.2
"27039","Minnesota",68116,2915,37.9,0.4
"27041","Minnesota",54531,2085,44.1,0.2
"27043","Minnesota",47540,2494,46.7,0.4
"27045","Minnesota",51665,1872,43,0.3
"27047","Minnesota",47105,1270,44.6,0.4
"27049","Minnesota",57062,2249,43,0.4
"27051","Minnesota",50174,3814,46.3,0.3
"27053","Minnesota",65834,616,36.1,0.2
"27055","Minnesota",53809,1937,45,0.2
"27057","Minnesota",47486,1961,48,0.4
"27059","Minnesota",59865,1971,39.5,0.5
"27061","Minnesota",47761,1493,45.9,0.3
"27063","Minnesota",50574,2147,43.4,0.6
"27065","Minnesota",47384,2277,43.9,0.6
"27067","Minnesota",52632,1266,39.9,0.5
"27069","Minnesota",52326,4175,48.1,0.5
"27071","Minnesota",42919,2720,47.4,0.7
"27073","Minnesota",49903,2122,49.8,0.2
"27075","Minnesota",48417,1965,50.2,0.3
"27077","Minnesota",42263,4092,50.3,0.7
"27079","Minnesota",60632,1413,41.3,0.5
"27081","Minnesota",49575,3416,46.5,0.4
"27083","Minnesota",51600,1294,35.1,0.3
"27085","Minnesota",56128,2339,39.9,0.4
"27087","Minnesota",41118,1682,36.3,0.6
"27089","Minnesota",54092,2156,43.8,0.4
"27091","Minnesota",51391,3518,45.4,0.5
"27093","Minnesota",55042,2206,42,0.4
"27095","Minnesota",49094,2433,40.3,0.3
"27097","Minnesota",50049,1481,41.2,0.4
"27099","Minnesota",49427,1840,39,0.5
"27101","Minnesota",51983,2190,47.6,0.4
"27103","Minnesota",58640,2676,35.7,0.5
"27105","Minnesota",50625,1945,36.6,0.6
"27107","Minnesota",50377,2577,45.4,0.4
"27109","Minnesota",68023,1887,36.7,0.2
"27111","Minnesota",52365,1322,46.7,0.3
"27113","Minnesota",47127,3736,39.1,0.5
"27115","Minnesota",44549,1426,43.7,0.3
"27117","Minnesota",46990,2056,42.3,0.5
"27119","Minnesota",53326,1183,38.9,0.5
"27121","Minnesota",52785,3014,46.5,0.3
"27123","Minnesota",56104,872,34.6,0.1
"27125","Minnesota",50332,2974,42.3,0.4
"27127","Minnesota",47211,1479,43.2,0.3
"27129","Minnesota",52149,1883,44.5,0.4
"27131","Minnesota",59598,2035,36.4,0.3
"27133","Minnesota",51496,3692,41.1,0.7
"27135","Minnesota",53199,1609,41.2,0.4
"27137","Minnesota",48331,1074,40.9,0.2
"27139","Minnesota",87794,2092,35.5,0.1
"27141","Minnesota",74170,2579,35.3,0.2
"27143","Minnesota",56990,2491,41.4,0.5
"27145","Minnesota",56336,975,34,0.2
"27147","Minnesota",57858,2118,39.8,0.5
"27149","Minnesota",52302,3546,32.7,1
"27151","Minnesota",49035,3973,44.5,0.3
"27153","Minnesota",46414,1967,43,0.4
"27155","Minnesota",49186,2915,48.4,0.3
"27157","Minnesota",56510,1667,43.8,0.4
"27159","Minnesota",41906,2982,43.3,0.5
"27161","Minnesota",53564,3614,39,0.6
"27163","Minnesota",83706,1524,38.9,0.3
"27165","Minnesota",50604,1759,39.6,1.2
"27167","Minnesota",51476,3286,43.7,0.6
"27169","Minnesota",50547,1745,33.9,0.3
"27171","Minnesota",73557,2119,35.6,0.2
"27173","Minnesota",53041,2157,43,0.5
"28001","Mississippi",28869,1872,40.7,0.4
"28003","Mississippi",36163,3135,39.9,0.8
"28005","Mississippi",30704,3339,45.3,0.8
"28007","Mississippi",32886,2177,40.8,0.4
"28009","Mississippi",33141,4739,39.8,0.8
"28011","Mississippi",27585,1896,34.7,0.2
"28013","Mississippi",31098,2601,40.5,0.5
"28015","Mississippi",37289,3646,44.6,0.5
"28017","Mississippi",30926,1640,37.7,0.8
"28019","Mississippi",30692,2878,42.8,0.6
"28021","Mississippi",23259,2401,32.7,1.5
"28023","Mississippi",35993,2156,41.3,1
"28025","Mississippi",31669,3292,38.8,0.8
"28027","Mississippi",28851,2660,33.5,0.3
"28029","Mississippi",35130,2141,38.1,0.6
"28031","Mississippi",31631,2413,37.6,1.3
"28033","Mississippi",58278,1553,36,0.2
"28035","Mississippi",36416,2129,31.9,0.3
"28037","Mississippi",38170,6093,43.2,0.8
"28039","Mississippi",44258,5333,36.4,1.1
"28041","Mississippi",40176,6892,36.9,0.6
"28043","Mississippi",31779,2572,40.4,0.6
"28045","Mississippi",43355,4330,41.8,0.8
"28047","Mississippi",41722,997,35.4,0.2
"28049","Mississippi",37324,1042,33.6,0.2
"28051","Mississippi",20732,1507,33.5,0.3
"28053","Mississippi",23216,3908,35.3,0.3
"28055","Mississippi",23491,4154,44.3,3.8
"28057","Mississippi",35004,2540,39.3,0.8
"28059","Mississippi",48406,1098,37.8,0.4
"28061","Mississippi",31578,1595,41.6,0.7
"28063","Mississippi",20743,3683,34.8,2.6
"28065","Mississippi",26279,2874,43.1,0.9
"28067","Mississippi",37143,1988,36.6,0.4
"28069","Mississippi",30056,4960,38.3,2.3
"28071","Mississippi",44643,3328,28.5,0.4
"28073","Mississippi",52035,1843,34,0.4
"28075","Mississippi",38132,2679,37.5,0.4
"28077","Mississippi",35634,3586,40.7,0.7
"28079","Mississippi",33452,3610,34.8,0.6
"28081","Mississippi",42784,1667,36.5,0.4
"28083","Mississippi",24233,1909,32.9,0.7
"28085","Mississippi",36473,2581,37.7,1
"28087","Mississippi",40239,1534,36.3,0.4
"28089","Mississippi",64376,3195,37,0.3
"28091","Mississippi",30668,2602,39.1,0.6
"28093","Mississippi",37419,3402,39.6,0.6
"28095","Mississippi",36783,2858,40.6,0.9
"28097","Mississippi",30146,3052,41.7,0.8
"28099","Mississippi",35645,2953,35.8,0.4
"28101","Mississippi",37045,3054,37.7,0.5
"28103","Mississippi",26677,4993,36.8,1.2
"28105","Mississippi",32485,3651,25,0.3
"28107","Mississippi",36555,1963,36.5,0.5
"28109","Mississippi",40976,1830,40.7,0.4
"28111","Mississippi",34045,4164,40.1,1.2
"28113","Mississippi",31677,1889,36.7,0.6
"28115","Mississippi",40645,1487,37,0.6
"28117","Mississippi",32945,3978,39.2,1
"28119","Mississippi",24583,2364,38.5,1
"28121","Mississippi",58801,1989,36.9,0.3
"28123","Mississippi",32935,1376,36,0.4
"28125","Mississippi",30525,4079,38.5,1.5
"28127","Mississippi",35375,2222,37.7,0.7
"28129","Mississippi",32951,5206,40.1,0.8
"28131","Mississippi",45025,4494,36.8,1.2
"28133","Mississippi",27384,2093,34.1,0.3
"28135","Mississippi",29731,2837,36,1.2
"28137","Mississippi",42880,2739,36.7,0.6
"28139","Mississippi",35609,3829,38.4,0.9
"28141","Mississippi",35143,2487,42.8,0.5
"28143","Mississippi",31211,2159,32.2,1.1
"28145","Mississippi",35865,2740,38,0.6
"28147","Mississippi",31384,2713,39.4,2.1
"28149","Mississippi",41121,1604,37.9,0.5
"28151","Mississippi",29144,2264,36.2,0.4
"28153","Mississippi",32557,3328,36.7,0.7
"28155","Mississippi",34448,2909,41.1,1.1
"28157","Mississippi",29931,5159,36.8,1
"28159","Mississippi",33202,3509,40.5,0.6
"28161","Mississippi",36502,4546,41.5,1.3
"28163","Mississippi",28961,3442,35.8,0.3
"29001","Missouri",37516,3100,27.9,0.6
"29003","Missouri",55613,4822,42.3,0.6
"29005","Missouri",43933,4030,47.1,0.6
"29007","Missouri",41310,1457,39.2,0.6
"29009","Missouri",39033,3095,43.3,0.8
"29011","Missouri",37467,2772,41.1,0.7
"29013","Missouri",41060,3025,41.9,0.7
"29015","Missouri",33042,2179,52.5,0.3
"29017","Missouri",39707,3795,43.1,1
"29019","Missouri",49899,1601,30.1,0.2
"29021","Missouri",46315,1739,36.8,0.3
"29023","Missouri",35738,1990,40,0.6
"29025","Missouri",43691,3875,42.3,0.5
"29027","Missouri",47744,2530,37.8,0.7
"29029","Missouri",44816,1862,49.8,0.2
"29031","Missouri",46050,1684,36,0.3
"29033","Missouri",42415,5120,42.4,0.6
"29035","Missouri",33034,4853,40.9,1.7
"29037","Missouri",61584,1374,39.2,0.3
"29039","Missouri",31532,2972,44.8,0.6
"29041","Missouri",40642,1638,45.5,0.3
"29043","Missouri",53270,1458,37.8,0.4
"29045","Missouri",43883,3241,43.7,0.4
"29047","Missouri",62099,1206,36.6,0.2
"29049","Missouri",54773,4862,41,0.7
"29051","Missouri",53088,2136,38,0.4
"29053","Missouri",44549,2804,38.6,0.4
"29055","Missouri",36743,3185,41.2,0.5
"29057","Missouri",37035,2953,47.1,0.6
"29059","Missouri",38062,3318,43,0.7
"29061","Missouri",41642,3009,40.5,0.7
"29063","Missouri",41406,3277,40.1,0.5
"29065","Missouri",36831,2566,43.4,1
"29067","Missouri",30508,1826,47.3,0.3
"29069","Missouri",31077,1712,39.8,0.6
"29071","Missouri",48480,1890,40.2,0.4
"29073","Missouri",42826,3673,45.6,0.3
"29075","Missouri",41912,3041,41.4,0.7
"29077","Missouri",41227,657,35.6,0.1
"29079","Missouri",37656,2389,41,1.1
"29081","Missouri",39301,2415,42.4,0.8
"29083","Missouri",42181,3047,44.1,0.5
"29085","Missouri",32122,3355,53.5,0.6
"29087","Missouri",42500,2637,47.4,0.4
"29089","Missouri",44820,3044,38.8,0.9
"29091","Missouri",32784,1602,40.6,0.6
"29093","Missouri",36239,2219,43.1,0.5
"29095","Missouri",46869,583,36.5,0.1
"29097","Missouri",41811,1070,35.5,0.2
"29099","Missouri",55348,1230,38.6,0.3
"29101","Missouri",49792,2561,29.7,0.2
"29103","Missouri",38289,2164,43.6,0.9
"29105","Missouri",39712,2881,39.8,0.7
"29107","Missouri",50723,2799,41,0.8
"29109","Missouri",40597,2018,39.6,0.6
"29111","Missouri",43909,2727,39.3,0.7
"29113","Missouri",53718,2293,36.5,0.5
"29115","Missouri",37997,2442,42.8,0.5
"29117","Missouri",43350,3719,42,0.7
"29119","Missouri",38368,2156,37,0.6
"29121","Missouri",36976,2057,42.9,0.6
"29123","Missouri",35097,4993,42.3,1.6
"29125","Missouri",39700,5064,44.2,0.6
"29127","Missouri",40814,1474,39.7,0.5
"29129","Missouri",40768,3279,44.1,0.4
"29131","Missouri",38094,2006,40.8,0.5
"29133","Missouri",28347,2186,39.3,0.9
"29135","Missouri",47725,2316,38,0.6
"29137","Missouri",43138,2461,44.8,0.3
"29139","Missouri",39830,2294,43.7,0.5
"29141","Missouri",33525,1668,46.5,0.5
"29143","Missouri",33630,3065,40.5,0.6
"29145","Missouri",43290,1699,39.7,0.4
"29147","Missouri",35854,1955,28.3,0.5
"29149","Missouri",29851,1988,45.8,0.6
"29151","Missouri",52693,2164,39.8,0.5
"29153","Missouri",31399,1473,50.7,0.5
"29155","Missouri",29238,2638,37.6,0.5
"29157","Missouri",51499,2716,39.7,0.8
"29159","Missouri",39928,1478,37.5,0.4
"29161","Missouri",41618,1758,34.4,0.7
"29163","Missouri",41750,2988,39.5,1.2
"29165","Missouri",68254,1822,38.3,0.3
"29167","Missouri",41130,2157,37.5,0.9
"29169","Missouri",47931,2529,26.8,0.5
"29171","Missouri",36346,4384,46.4,1.1
"29173","Missouri",47345,2965,45.1,0.8
"29175","Missouri",37832,2748,38.4,0.6
"29177","Missouri",52526,2703,41.5,0.6
"29179","Missouri",35648,3355,46.6,0.5
"29181","Missouri",32444,3708,41.6,0.6
"29183","Missouri",72415,1141,37.4,0.2
"29185","Missouri",32046,1490,49.7,0.3
"29186","Missouri",47014,2519,42.5,0.6
"29187","Missouri",39741,2003,38.9,0.6
"29189","Missouri",59755,723,40.2,0.1
"29195","Missouri",40101,2635,38.2,1.2
"29197","Missouri",37500,3596,41.3,0.7
"29199","Missouri",39772,3209,39.1,1.3
"29201","Missouri",39162,1848,39.7,0.6
"29203","Missouri",32404,5752,44.5,0.4
"29205","Missouri",39087,2816,42.4,1.3
"29207","Missouri",38203,2247,42,0.5
"29209","Missouri",40510,2115,51.3,0.2
"29211","Missouri",40197,3024,40.9,0.8
"29213","Missouri",38357,1583,41.5,0.5
"29215","Missouri",35088,2370,41.6,0.9
"29217","Missouri",40693,2062,40.6,0.8
"29219","Missouri",51133,3565,40.2,0.8
"29221","Missouri",35305,2162,40.1,0.7
"29223","Missouri",33750,2295,46.7,0.4
"29225","Missouri",44451,2032,38.1,0.6
"29227","Missouri",45952,4474,47.8,0.8
"29229","Missouri",29778,2755,41.7,0.7
"29510","Missouri",35599,758,34.6,0.1
"30001","Montana",41512,4012,42.6,1.2
"30003","Montana",41622,4367,29.8,0.4
"30005","Montana",36744,2265,34.5,0.3
"30007","Montana",50115,4302,45.8,0.6
"30009","Montana",49767,3374,49.1,0.4
"30011","Montana",45000,4958,50.8,3.5
"30013","Montana",45205,1461,38,0.4
"30015","Montana",38521,2648,41.1,0.7
"30017","Montana",48750,5007,41.2,0.5
"30019","Montana",49239,6074,50.3,3.1
"30021","Montana",52738,7536,41.1,1.2
"30023","Montana",39399,3435,46.8,0.6
"30025","Montana",53266,7982,39,2.1
"30027","Montana",40881,3795,47,0.9
"30029","Montana",47851,1921,42.1,0.5
"30031","Montana",55553,1893,33.2,0.3
"30033","Montana",39732,7636,46.5,3.7
"30035","Montana",29640,2762,31.3,0.3
"30037","Montana",40938,5716,53.1,3.6
"30039","Montana",48512,6368,53.7,1.3
"30041","Montana",44633,3552,34.3,0.5
"30043","Montana",60842,2048,47.7,0.7
"30045","Montana",44602,5168,51.4,2.4
"30047","Montana",38732,2206,41.6,0.6
"30049","Montana",56197,2219,40.9,0.4
"30051","Montana",47768,7815,44.8,4.1
"30053","Montana",35275,3735,50.8,0.3
"30055","Montana",40750,5191,51.2,2.7
"30057","Montana",46250,5418,52.1,0.6
"30059","Montana",41641,5023,49.6,2.7
"30061","Montana",36031,4563,51.6,0.8
"30063","Montana",46164,1598,34.8,0.2
"30065","Montana",39517,2686,48.5,1.2
"30067","Montana",43932,2176,46.6,0.4
"30069","Montana",43750,6181,48.9,5.9
"30071","Montana",36071,5526,47.9,1
"30073","Montana",42264,6153,41.9,0.5
"30075","Montana",46346,7538,52,2.1
"30077","Montana",40000,3253,45.4,0.8
"30079","Montana",42383,6547,51.9,5.4
"30081","Montana",39480,2349,47.6,0.4
"30083","Montana",65084,4387,38,0.8
"30085","Montana",32974,2311,30.4,0.2
"30087","Montana",51159,5884,36.9,0.6
"30089","Montana",32257,2168,51.5,0.6
"30091","Montana",50664,8352,47.1,2.1
"30093","Montana",37749,2340,40.6,0.6
"30095","Montana",58259,3134,46.7,0.5
"30097","Montana",50588,7042,46.1,3.6
"30099","Montana",46360,2998,44.8,0.4
"30101","Montana",44804,6604,41.7,1.9
"30103","Montana",41103,4053,49,3.3
"30105","Montana",49141,4212,45.5,1
"30107","Montana",32723,5940,46.5,6
"30109","Montana",38553,10791,51.2,4.3
"30111","Montana",52802,1409,38,0.3
"31001","Nebraska",50635,3236,37.8,0.7
"31003","Nebraska",45609,2939,46.5,0.4
"31005","Nebraska",39375,5889,39.9,6.1
"31007","Nebraska",48897,4107,50.4,2.3
"31009","Nebraska",48875,4903,40.4,4
"31011","Nebraska",50306,3055,45.6,0.4
"31013","Nebraska",51691,3904,40.8,1.3
"31015","Nebraska",40224,2377,50.8,2.2
"31017","Nebraska",36078,8503,47.6,1.6
"31019","Nebraska",53624,2454,32.5,0.3
"31021","Nebraska",47429,3014,47.4,0.4
"31023","Nebraska",51027,3108,44.7,0.4
"31025","Nebraska",65619,2581,41.5,0.6
"31027","Nebraska",52250,2717,44.8,0.2
"31029","Nebraska",52422,5371,44.9,3.1
"31031","Nebraska",48750,3463,43.9,0.3
"31033","Nebraska",53814,3595,39.9,0.9
"31035","Nebraska",51470,2745,43.2,0.8
"31037","Nebraska",51367,2804,34.2,0.4
"31039","Nebraska",50013,4051,43.6,0.6
"31041","Nebraska",46468,3066,43.8,0.5
"31043","Nebraska",49786,3641,33.7,0.9
"31045","Nebraska",41038,5281,33.7,1.4
"31047","Nebraska",48329,2089,36.2,0.6
"31049","Nebraska",50962,5274,47.1,2.6
"31051","Nebraska",51223,2682,41.9,0.8
"31053","Nebraska",49068,1726,39.4,0.9
"31055","Nebraska",54659,661,34,0.1
"31057","Nebraska",42500,7445,46.2,5.8
"31059","Nebraska",52316,2682,47.5,0.3
"31061","Nebraska",45905,3409,49.9,0.5
"31063","Nebraska",49634,2380,44.4,2.5
"31065","Nebraska",39934,2282,46.8,1
"31067","Nebraska",50010,2526,44.6,0.3
"31069","Nebraska",45845,4770,52.3,2.1
"31071","Nebraska",43179,4020,51.4,2.8
"31073","Nebraska",54375,5435,46.7,2.2
"31075","Nebraska",44750,6041,48.5,4.5
"31077","Nebraska",42904,3035,46,0.5
"31079","Nebraska",49252,1619,35.8,0.2
"31081","Nebraska",59311,3480,42.9,0.7
"31083","Nebraska",46766,3637,49.5,2.9
"31085","Nebraska",44500,7603,48,4.8
"31087","Nebraska",39231,5087,48.2,0.3
"31089","Nebraska",46728,2834,45.5,0.4
"31091","Nebraska",37317,2402,57.9,3.5
"31093","Nebraska",50030,3915,43.3,0.6
"31095","Nebraska",43008,2981,45.5,0.3
"31097","Nebraska",45429,4265,42.3,1
"31099","Nebraska",51934,5599,40.8,1.4
"31101","Nebraska",41781,3335,49.1,0.5
"31103","Nebraska",38625,7440,52.8,4.4
"31105","Nebraska",40242,3558,45.7,2.1
"31107","Nebraska",45411,2953,47.6,0.4
"31109","Nebraska",51830,660,32.9,0.2
"31111","Nebraska",50194,2370,40.1,0.6
"31113","Nebraska",48281,6942,44.8,4.4
"31115","Nebraska",55417,5537,51.8,3.8
"31117","Nebraska",54306,13218,46.9,5.4
"31119","Nebraska",50218,2798,37.5,0.8
"31121","Nebraska",51012,1769,43.8,1
"31123","Nebraska",45910,2585,41.3,1.4
"31125","Nebraska",42500,7061,45.9,1
"31127","Nebraska",49656,6677,39.1,1.6
"31129","Nebraska",40488,5223,49.2,0.6
"31131","Nebraska",50275,2360,41.8,0.4
"31133","Nebraska",41161,3629,49.1,2
"31135","Nebraska",55893,4642,44.1,1.1
"31137","Nebraska",50404,3108,42,0.9
"31139","Nebraska",54482,2593,41.3,1.2
"31141","Nebraska",56318,2310,38,0.8
"31143","Nebraska",57312,2198,45.4,0.4
"31145","Nebraska",42931,4618,41.8,1.3
"31147","Nebraska",42750,6759,47,0.7
"31149","Nebraska",48456,5657,52,2.4
"31151","Nebraska",51738,4785,36.6,1.1
"31153","Nebraska",70543,1185,33.7,0.1
"31155","Nebraska",60854,2097,41.4,0.5
"31157","Nebraska",45992,1340,38.8,0.7
"31159","Nebraska",59662,1816,38.2,0.7
"31161","Nebraska",41985,2132,46.1,0.9
"31163","Nebraska",46366,4242,49.5,0.6
"31165","Nebraska",41215,2822,48.1,4.5
"31167","Nebraska",53416,3067,38.8,1
"31169","Nebraska",45741,1512,48.9,0.8
"31171","Nebraska",51000,2392,44,5.2
"31173","Nebraska",41266,1617,28.6,0.4
"31175","Nebraska",44612,5190,46,0.9
"31177","Nebraska",65370,2817,41.2,0.6
"31179","Nebraska",54159,6505,30.1,0.6
"31181","Nebraska",40256,3795,47.5,0.6
"31183","Nebraska",46394,4003,47.8,4.5
"31185","Nebraska",51802,2619,41.3,1.3
"32001","Nevada",47415,2549,38.9,0.7
"32003","Nevada",51575,401,36.4,0.1
"32005","Nevada",58535,2413,49.4,0.3
"32007","Nevada",71799,3135,33.5,0.4
"32009","Nevada",39271,9040,46.5,9.9
"32011","Nevada",60250,16889,43.9,7.4
"32013","Nevada",65212,5239,35.3,0.4
"32015","Nevada",78190,9799,37.2,3.2
"32017","Nevada",44866,7245,37.4,3.5
"32019","Nevada",47255,1924,43.2,0.3
"32021","Nevada",38923,10131,48.7,3.8
"32023","Nevada",41712,1666,50.8,0.4
"32027","Nevada",45230,4919,41.3,1.7
"32029","Nevada",64832,9604,54.7,1.5
"32031","Nevada",52870,1077,37.6,0.1
"32033","Nevada",57122,7119,39.4,0.8
"32510","Nevada",47668,2495,42.6,0.4
"33001","New Hampshire",62159,2383,46.1,0.3
"33003","New Hampshire",53306,2643,50.3,0.2
"33005","New Hampshire",57782,1690,42,0.3
"33007","New Hampshire",42312,1911,48.1,0.3
"33009","New Hampshire",55762,2055,41.9,0.3
"33011","New Hampshire",71244,998,40.1,0.2
"33013","New Hampshire",65983,1833,42.6,0.2
"33015","New Hampshire",81198,1225,43.5,0.1
"33017","New Hampshire",60711,1311,37.2,0.3
"33019","New Hampshire",56032,3190,45.1,0.3
"34001","New Jersey",54461,1324,40.6,0.2
"34003","New Jersey",85806,994,41.5,0.2
"34005","New Jersey",78621,1237,41,0.2
"34007","New Jersey",62185,1097,38.3,0.2
"34009","New Jersey",57637,1972,48.3,0.3
"34011","New Jersey",49984,1313,36.9,0.2
"34013","New Jersey",53976,899,36.9,0.1
"34015","New Jersey",76727,1478,39.6,0.2
"34017","New Jersey",59741,1178,34.7,0.2
"34019","New Jersey",105444,2651,45,0.1
"34021","New Jersey",72804,1555,38.4,0.2
"34023","New Jersey",79593,1012,37.7,0.2
"34025","New Jersey",85242,1177,42.3,0.1
"34027","New Jersey",100214,1277,42,0.2
"34029","New Jersey",61994,705,42.8,0.2
"34031","New Jersey",59739,1370,36.5,0.2
"34033","New Jersey",61831,2884,41.8,0.4
"34035","New Jersey",100667,1308,40.8,0.2
"34037","New Jersey",86565,2401,43.4,0.2
"34039","New Jersey",69594,1178,38.1,0.2
"34041","New Jersey",70471,2038,42.6,0.2
"35001","New Mexico",47725,789,36.5,0.1
"35003","New Mexico",42973,5065,57.1,3.4
"35005","New Mexico",40630,2301,34.8,0.2
"35006","New Mexico",34565,2832,36.2,0.6
"35007","New Mexico",32380,3520,47.6,0.4
"35009","New Mexico",41084,2099,30.7,0.2
"35011","New Mexico",32500,7616,47.3,7.7
"35013","New Mexico",38853,1605,32.4,0.2
"35015","New Mexico",56618,3151,36.5,0.4
"35017","New Mexico",38311,2093,46.5,0.5
"35019","New Mexico",30772,3449,41.6,3.2
"35021","New Mexico",33393,5087,56.9,1.4
"35023","New Mexico",34444,4574,41.8,1.7
"35025","New Mexico",57533,3185,31.8,0.3
"35027","New Mexico",40708,2502,50.4,0.3
"35028","New Mexico",101934,5499,43.5,1.3
"35029","New Mexico",27476,1672,39,0.9
"35031","New Mexico",28772,1243,30.8,0.3
"35033","New Mexico",23822,4140,42.6,11.4
"35035","New Mexico",39775,1700,35.6,0.3
"35037","New Mexico",29113,2095,45.7,0.8
"35039","New Mexico",36098,3101,40.1,0.7
"35041","New Mexico",35546,2764,29.4,0.5
"35043","New Mexico",58982,1834,39.1,0.2
"35045","New Mexico",48671,1608,34.2,0.2
"35047","New Mexico",29237,2717,42.5,0.6
"35049","New Mexico",54315,1546,44.4,0.2
"35051","New Mexico",29356,2872,55.6,0.6
"35053","New Mexico",34037,2408,36.8,0.7
"35055","New Mexico",36582,4167,46.8,0.4
"35057","New Mexico",32083,3004,43.3,0.8
"35059","New Mexico",36070,2676,40.3,1.4
"35061","New Mexico",41703,1617,38.5,0.4
"36001","New York",59887,1280,37.9,0.2
"36003","New York",42776,1315,38.3,0.3
"36005","New York",34299,495,33.2,0.1
"36007","New York",46261,1079,39.9,0.3
