"GEOID","state","income","income.moe","age","age.moe"
"17055","Illinois",39512,1552,42.1,0.4
"17057","Illinois",46083,1993,42.2,0.4
"17059","Illinois",39636,4202,45.1,0.5
"17061","Illinois",42565,2439,42.6,0.6
"17063","Illinois",65887,3181,37.2,0.6
"17065","Illinois",44159,8254,43.2,0.6
"17067","Illinois",47699,2679,46.2,0.4
"17069","Illinois",38838,4037,46.6,2.9
"17071","Illinois",47672,4577,49.1,0.5
"17073","Illinois",53480,1445,42.2,0.5
"17075","Illinois",47834,1978,44.1,0.2
"17077","Illinois",33871,2317,30.1,0.3
"17079","Illinois",54209,2617,42.9,0.5
"17081","Illinois",43247,2341,40.7,0.4
"17083","Illinois",53271,1829,42.3,0.5
"17085","Illinois",53221,1951,48.2,0.3
"17087","Illinois",42287,2214,43.2,0.7
"17089","Illinois",70696,1068,35.9,0.2
"17091","Illinois",52110,1466,37.3,0.2
"17093","Illinois",84385,2609,33.8,0.3
"17095","Illinois",39976,1529,42.1,0.4
"17097","Illinois",78026,980,37.6,0.2
"17099","Illinois",50633,1642,41.6,0.4
"17101","Illinois",40841,2772,40.7,1.8
"17103","Illinois",52379,2253,42.2,0.7
"17105","Illinois",54254,2297,41.3,0.5
"17107","Illinois",50539,2403,39.7,0.5
"17109","Illinois",40314,2322,30.7,0.4
"17111","Illinois",77222,1689,39.3,0.2
"17113","Illinois",62211,1191,32.7,0.2
"17115","Illinois",47176,1177,40.6,0.3
"17117","Illinois",51206,2031,42.6,0.4
"17119","Illinois",53431,1065,39.5,0.3
"17121","Illinois",42238,1761,41.7,0.3
"17123","Illinois",53423,1419,45.9,0.5
"17125","Illinois",41567,2527,44.7,0.3
"17127","Illinois",40977,3686,43.7,0.9
"17129","Illinois",60486,2754,42.5,1
"17131","Illinois",54757,3176,44.3,0.4
"17133","Illinois",70859,3407,42.1,0.5
"17135","Illinois",46966,1701,42.2,0.6
"17137","Illinois",45978,1677,41,0.4
"17139","Illinois",49681,4409,41,0.6
"17141","Illinois",54849,1940,41.5,0.5
"17143","Illinois",51147,845,36.8,0.2
"17145","Illinois",42478,3273,40.8,0.8
"17147","Illinois",66261,4430,43.3,0.5
"17149","Illinois",40588,1689,42.6,0.6
"17151","Illinois",39223,4776,47.7,2.7
"17153","Illinois",31980,1832,43.5,0.5
"17155","Illinois",56358,5810,46,1.1
"17157","Illinois",48158,2443,41.7,0.7
"17159","Illinois",44127,1781,42.4,0.5
"17161","Illinois",48817,1292,40,0.3
"17163","Illinois",49895,1296,37.7,0.3
"17165","Illinois",38258,2003,42.4,0.6
"17167","Illinois",56167,1005,39.7,0.3
"17169","Illinois",47723,3004,44.7,1.2
"17171","Illinois",47222,4237,43.5,0.5
"17173","Illinois",47850,3017,44.4,0.2
"17175","Illinois",50085,5985,45.9,0.4
"17177","Illinois",45331,1708,44.3,0.3
"17179","Illinois",58194,1612,40.5,0.3
"17181","Illinois",42606,3300,43.6,0.7
"17183","Illinois",42977,1779,40,0.3
"17185","Illinois",47491,4371,42.7,0.9
"17187","Illinois",43699,3315,40.2,0.7
"17189","Illinois",53202,2896,42.6,0.4
"17191","Illinois",44993,2346,42.4,0.5
"17193","Illinois",44648,3314,44.5,0.4
"17195","Illinois",47401,1519,42.7,0.3
"17197","Illinois",76101,809,36.6,0.2
"17199","Illinois",44453,1958,41,0.5
"17201","Illinois",48225,832,39.2,0.2
"17203","Illinois",65852,2867,39.9,0.6
"18001","Indiana",48188,2880,33.8,0.3
"18003","Indiana",49092,839,35.6,0.1
"18005","Indiana",55050,1705,38.1,0.4
"18007","Indiana",47046,2204,40.4,0.6
"18009","Indiana",38190,1641,43.3,0.5
"18011","Indiana",67552,2778,38.8,0.5
"18013","Indiana",54615,3712,48.3,0.8
"18015","Indiana",52005,2831,41.5,0.5
"18017","Indiana",42290,1971,40.1,0.5
"18019","Indiana",51699,1510,38.7,0.3
"18021","Indiana",47602,2539,40.4,0.5
"18023","Indiana",48478,2158,38.4,0.6
"18025","Indiana",38695,3428,43.1,0.8
"18027","Indiana",47342,1870,35,0.3
"18029","Indiana",58680,2995,41.7,0.4
"18031","Indiana",49799,2656,39.5,0.7
"18033","Indiana",48341,2573,38.6,0.6
"18035","Indiana",38830,977,34.8,0.1
"18037","Indiana",53513,1721,41.2,0.6
"18039","Indiana",47913,1143,35.2,0.1
"18041","Indiana",39379,3200,42.2,0.7
"18043","Indiana",54914,1800,39.6,0.5
"18045","Indiana",46760,2989,42.3,0.5
"18047","Indiana",51748,2963,41.2,1.2
"18049","Indiana",45332,2731,41.7,0.7
"18051","Indiana",48303,1589,40,0.5
"18053","Indiana",40294,1275,40,0.4
"18055","Indiana",45397,3040,42.3,0.5
"18057","Indiana",86222,1856,36.1,0.2
"18059","Indiana",66606,1913,39.8,0.4
"18061","Indiana",52128,2986,41.7,0.5
"18063","Indiana",70163,1906,37.4,0.3
"18065","Indiana",41855,1443,42.2,0.3
"18067","Indiana",44226,2187,41.5,0.4
"18069","Indiana",46945,1854,39.8,0.4
"18071","Indiana",47000,1869,38.3,0.7
"18073","Indiana",55374,3120,38.8,0.5
"18075","Indiana",41021,2179,39.5,0.9
"18077","Indiana",45718,1835,40.7,0.8
"18079","Indiana",44736,2657,39.4,0.6
"18081","Indiana",62147,1830,37.3,0.3
"18083","Indiana",42725,2193,39.2,0.7
"18085","Indiana",52821,1366,37.9,0.3
"18087","Indiana",49964,1347,31.1,0.4
"18089","Indiana",50135,639,38.1,0.2
"18091","Indiana",46872,1714,39.9,0.3
"18093","Indiana",45875,1842,41.9,0.4
"18095","Indiana",44195,1168,39.8,0.3
"18097","Indiana",42168,428,34.1,0.1
"18099","Indiana",48485,2296,39.5,0.6
"18101","Indiana",44589,4399,42.5,0.8
"18103","Indiana",45184,2384,40.1,0.7
"18105","Indiana",42404,1539,28.4,0.2
"18107","Indiana",48213,2275,40.2,0.5
"18109","Indiana",55432,2665,40.9,0.4
"18111","Indiana",46895,5423,43,0.6
"18113","Indiana",49331,1879,37.9,0.4
"18115","Indiana",48780,5008,46,0.4
"18117","Indiana",39812,2839,40.9,0.8
"18119","Indiana",43948,1902,43.9,0.5
"18121","Indiana",40781,3064,41.8,1.2
"18123","Indiana",47470,2811,41.4,0.6
"18125","Indiana",44399,4302,43.4,0.7
"18127","Indiana",63926,1956,39.2,0.2
"18129","Indiana",58101,3434,42.5,0.4
"18131","Indiana",43836,2944,41.3,0.9
"18133","Indiana",51355,3131,37.5,0.6
"18135","Indiana",40810,1723,42.2,0.6
"18137","Indiana",51170,1792,40.4,0.6
"18139","Indiana",45121,2771,41.3,0.7
"18141","Indiana",45471,828,36.5,0.2
"18143","Indiana",44442,2053,40.3,0.6
"18145","Indiana",53584,2000,41,0.6
"18147","Indiana",55247,2532,42.7,0.4
"18149","Indiana",42208,2646,41.6,0.6
"18151","Indiana",48472,2487,41.7,0.4
"18153","Indiana",45023,4247,40.8,0.7
"18155","Indiana",44061,2816,40.1,1.2
"18157","Indiana",45932,1223,27.9,0.2
"18159","Indiana",51613,3342,43.8,0.5
"18161","Indiana",44277,5063,42.1,1.3
"18163","Indiana",43046,1049,37.8,0.3
"18165","Indiana",43600,1879,42.9,0.5
"18167","Indiana",40313,1182,36,0.3
"18169","Indiana",45649,1432,42.4,0.6
"18171","Indiana",56042,3523,44.1,0.5
"18173","Indiana",62185,2005,40.6,0.5
"18175","Indiana",41289,2188,40.7,0.5
"18177","Indiana",38494,1518,40.9,0.3
"18179","Indiana",51101,1732,41.2,0.5
"18181","Indiana",52154,3438,42,0.4
"18183","Indiana",54389,2484,41,0.5
"19001","Iowa",46526,2513,45.9,0.4
"19003","Iowa",48043,5022,46.8,0.5
"19005","Iowa",45890,2455,45.1,0.3
"19007","Iowa",41394,1872,44.7,0.3
"19009","Iowa",46979,4662,47.8,0.5
"19011","Iowa",60606,2773,41.4,0.4
"19013","Iowa",48369,1415,34.7,0.1
"19015","Iowa",52985,2343,41.3,0.5
"19017","Iowa",62163,2072,38.6,0.5
"19019","Iowa",56150,2046,38.4,0.7
"19021","Iowa",48195,2162,35.9,0.6
"19023","Iowa",52360,1539,43.5,0.4
"19025","Iowa",44921,2895,46,0.5
"19027","Iowa",50559,3518,42.3,0.5
"19029","Iowa",43750,2378,44.7,0.5
"19031","Iowa",59047,2534,42.1,0.7
"19033","Iowa",46122,1395,44.2,0.3
"19035","Iowa",48599,4399,46.6,0.4
"19037","Iowa",47040,2495,44.1,0.6
"19039","Iowa",43327,3242,39.6,0.5
"19041","Iowa",50389,4507,42.2,0.8
"19043","Iowa",48007,1518,45.4,0.3
"19045","Iowa",50498,2968,42.1,0.5
"19047","Iowa",48084,4013,38,0.8
"19049","Iowa",76320,2150,34.7,0.2
"19051","Iowa",48888,2904,38,0.8
"19053","Iowa",38560,2684,37.4,0.6
"19055","Iowa",58274,2430,43.1,0.4
"19057","Iowa",44423,1418,42.1,0.5
"19059","Iowa",57265,2366,48.7,0.5
"19061","Iowa",54605,1219,38.8,0.4
"19063","Iowa",47795,3758,41.5,1.4
"19065","Iowa",44928,2331,43.1,0.4
"19067","Iowa",44797,3209,43.6,0.5
"19069","Iowa",48605,2080,42.8,1.1
"19071","Iowa",53324,2830,46.4,0.4
"19073","Iowa",46898,2939,45.1,0.3
"19075","Iowa",56750,2626,42.2,0.5
"19077","Iowa",51013,1670,45.9,0.4
"19079","Iowa",49813,3439,42.4,0.8
"19081","Iowa",52981,3570,44,0.9
"19083","Iowa",51019,1670,44.7,0.3
"19085","Iowa",53567,2881,43.8,0.4
"19087","Iowa",49321,2690,40.7,0.7
"19089","Iowa",49869,3486,42.2,0.6
"19091","Iowa",47252,3356,43.7,0.5
"19093","Iowa",46993,2561,45.1,0.4
"19095","Iowa",59375,5982,42.4,0.9
"19097","Iowa",49028,2720,44.5,0.3
"19099","Iowa",55033,2218,42.2,0.4
"19101","Iowa",42899,3322,42.5,0.9
"19103","Iowa",55700,2099,29.8,0.2
"19105","Iowa",55060,2891,43.2,0.5
"19107","Iowa",43838,2685,44.3,0.3
"19109","Iowa",51496,2160,46.1,0.4
"19111","Iowa",43312,1869,42.9,0.4
"19113","Iowa",59322,1387,37.1,0.2
"19115","Iowa",51144,3292,40.8,0.5
"19117","Iowa",43962,2108,45.4,0.4
"19119","Iowa",57130,2941,38.4,0.5
"19121","Iowa",60060,3154,40.5,0.9
"19123","Iowa",48726,3067,39.8,0.9
"19125","Iowa",54693,2857,39.2,0.6
"19127","Iowa",53351,1636,38.9,0.6
"19129","Iowa",63979,2937,41.9,0.8
"19131","Iowa",49488,3035,43.7,0.3
"19133","Iowa",40302,2695,47,0.6
"19135","Iowa",46304,4395,43.2,0.5
"19137","Iowa",42418,3776,45.1,0.5
"19139","Iowa",53676,1919,38.2,0.4
"19141","Iowa",55227,3484,44,1
"19143","Iowa",49448,2926,44.5,0.6
"19145","Iowa",43912,2020,43.5,0.6
"19147","Iowa",47113,2245,42.9,0.8
"19149","Iowa",57130,2586,41.8,0.8
"19151","Iowa",45069,2595,47.3,0.4
"19153","Iowa",60061,876,35,0.1
"19155","Iowa",51976,1225,39.2,0.4
"19157","Iowa",51006,2327,40.9,0.6
"19159","Iowa",47042,3689,46.3,0.5
"19161","Iowa",49572,1708,46.1,0.4
"19163","Iowa",55114,1052,37.6,0.2
"19165","Iowa",50952,2615,46.6,0.4
"19167","Iowa",61627,2482,33.3,0.3
"19169","Iowa",50438,1346,25.9,0.2
"19171","Iowa",55203,1959,43,0.5
"19173","Iowa",44246,2840,43.7,0.5
"19175","Iowa",44351,2897,40.6,0.7
"19177","Iowa",45111,2697,43.9,0.7
"19179","Iowa",42095,1372,39.8,0.5
"19181","Iowa",64447,2075,38.4,0.5
"19183","Iowa",56390,2418,41.5,0.8
"19185","Iowa",43358,2705,44.5,0.5
"19187","Iowa",42408,1846,39.7,0.6
"19189","Iowa",47668,2807,43.2,1
"19191","Iowa",54429,2466,40.6,0.7
"19193","Iowa",46720,1256,35.4,0.2
"19195","Iowa",48459,2871,44.8,0.2
"19197","Iowa",43698,3902,44.6,0.4
"20001","Kansas",38698,2328,41.2,0.5
"20003","Kansas",40696,3600,41.7,0.8
"20005","Kansas",43581,3090,35.9,1
"20007","Kansas",51811,4410,44.9,1.9
"20009","Kansas",44013,2922,39.3,1.2
"20011","Kansas",38280,2234,37.3,0.6
"20013","Kansas",43724,3194,42.5,0.5
"20015","Kansas",58897,2862,37.8,0.4
"20017","Kansas",38707,4490,46.2,1.7
"20019","Kansas",37993,4214,49.1,0.7
"20021","Kansas",41388,2422,41.4,0.6
"20023","Kansas",44500,6435,49.6,0.9
"20025","Kansas",42589,5461,44.4,3.3
"20027","Kansas",52066,4939,42.2,1.1
"20029","Kansas",39282,2669,42.3,0.9
"20031","Kansas",57433,3784,44.1,0.6
"20033","Kansas",45288,4795,45.7,5
"20035","Kansas",43860,2337,38.2,0.5
"20037","Kansas",36534,1708,32.6,0.4
"20039","Kansas",40657,2538,52.3,0.7
"20041","Kansas",49096,2692,41.7,0.5
"20043","Kansas",47209,3667,38.8,0.8
"20045","Kansas",50939,1104,28.8,0.2
"20047","Kansas",47303,3173,45.2,0.8
"20049","Kansas",36458,3723,50.4,0.4
"20051","Kansas",45579,2813,32.2,0.7
"20053","Kansas",47736,4806,44.2,1.3
"20055","Kansas",49227,2165,30.4,0.2
"20057","Kansas",50777,1792,30.9,0.4
"20059","Kansas",51081,2161,39,0.8
"20061","Kansas",43992,1535,26.2,0.3
"20063","Kansas",46364,3730,47.4,2.9
"20065","Kansas",43826,5814,49.8,0.3
"20067","Kansas",55432,5919,32.8,0.7
"20069","Kansas",61000,2948,36.1,0.6
"20071","Kansas",47750,5443,49.4,2.1
"20073","Kansas",38838,2724,48,0.9
"20075","Kansas",45114,7686,38,4
"20077","Kansas",43973,5905,43,1.3
"20079","Kansas",51327,2906,38.6,0.4
"20081","Kansas",56484,4096,36.1,0.9
"20083","Kansas",54856,5706,47.8,3.4
"20085","Kansas",54077,3921,40.8,0.8
"20087","Kansas",57236,2104,43.5,0.6
"20089","Kansas",40553,3513,52.1,0.7
"20091","Kansas",76113,939,36.8,0.2
"20093","Kansas",50506,5602,34.8,1
"20095","Kansas",50844,4433,45.2,0.4
"20097","Kansas",43963,2812,41.7,0.9
"20099","Kansas",41439,2132,40.6,0.6
"20101","Kansas",56507,3887,44.6,3
"20103","Kansas",63726,2055,37.3,0.2
"20105","Kansas",44276,5491,46.2,0.6
"20107","Kansas",46964,2696,43.7,0.8
"20109","Kansas",46875,3369,42.2,2.9
"20111","Kansas",40021,2182,32.5,0.4
"20113","Kansas",56128,2402,42,0.5
"20115","Kansas",45927,2132,45,0.3
"20117","Kansas",45374,2759,45,0.6
"20119","Kansas",52250,1857,39.8,2.1
"20121","Kansas",60966,4034,40.4,0.6
"20123","Kansas",48217,4692,44.4,0.9
"20125","Kansas",41083,1652,39.4,0.9
"20127","Kansas",47089,2822,47.6,0.5
"20129","Kansas",46028,6778,41.6,1.4
"20131","Kansas",48653,3154,41.6,0.8
"20133","Kansas",43195,2924,40,0.8
"20135","Kansas",44904,3073,49.2,2.2
"20137","Kansas",47852,10985,44,0.8
"20139","Kansas",49915,2362,42.6,0.4
"20141","Kansas",40216,3678,48.5,0.8
"20143","Kansas",52479,3884,42.2,0.6
"20145","Kansas",43250,8169,43.1,2.1
"20147","Kansas",44170,1425,44.7,0.7
"20149","Kansas",60216,3348,34.7,0.3
"20151","Kansas",49550,4480,39.1,1.4
"20153","Kansas",41579,4775,50.9,0.6
"20155","Kansas",45288,1549,39.5,0.4
"20157","Kansas",40449,1850,50.9,0.3
"20159","Kansas",48460,3795,37.9,0.7
"20161","Kansas",44437,1711,24.7,0.1
"20163","Kansas",43558,3779,43.9,0.7
"20165","Kansas",38854,4377,48.8,2.2
"20167","Kansas",41102,4659,47.1,0.6
"20169","Kansas",47801,1835,37.7,0.3
"20171","Kansas",51850,10573,42,1.6
"20173","Kansas",50657,597,34.6,0.1
"20175","Kansas",47134,3527,29.4,0.4
"20177","Kansas",50378,1143,38.8,0.3
"20179","Kansas",49750,4815,45.7,0.9
"20181","Kansas",39029,4372,38.4,1.6
"20183","Kansas",43848,2126,50.7,0.4
"20185","Kansas",47377,3697,43.7,0.9
"20187","Kansas",43780,8780,35.7,2.8
"20189","Kansas",55433,6296,34.9,0.9
"20191","Kansas",50141,2850,40.8,0.7
"20193","Kansas",48504,4154,35.3,1.1
"20195","Kansas",54000,3335,49.1,1.9
"20197","Kansas",54688,3683,42.1,1.1
"20199","Kansas",47279,11550,41.8,3.1
"20201","Kansas",45159,3716,46.3,0.7
"20203","Kansas",57171,6871,35.7,7.5
"20205","Kansas",40306,3085,43.8,0.5
"20207","Kansas",35787,5287,47.4,0.6
"20209","Kansas",40113,829,33.3,0.2
"21001","Kentucky",33362,3062,41,0.7
"21003","Kentucky",41326,3445,40.3,1.4
"21005","Kentucky",53974,3350,39.9,1
"21007","Kentucky",42244,2473,42.8,0.9
"21009","Kentucky",38370,1807,40.4,0.7
"21011","Kentucky",33483,2421,40.4,0.8
"21013","Kentucky",22443,1863,41.1,0.4
"21015","Kentucky",66730,1965,36.2,0.3
"21017","Kentucky",45208,2863,41.1,0.9
"21019","Kentucky",42319,2715,41.9,0.5
"21021","Kentucky",39704,2136,41,0.7
"21023","Kentucky",36327,4162,41,0.7
"21025","Kentucky",25817,1366,40.7,0.4
"21027","Kentucky",43479,3250,42.5,0.8
"21029","Kentucky",55975,2043,39.3,0.4
"21031","Kentucky",33536,4414,41.2,0.8
"21033","Kentucky",42537,6024,42.6,0.5
"21035","Kentucky",37034,2435,33.7,0.5
"21037","Kentucky",54621,1722,37.3,0.4
"21039","Kentucky",38829,2775,42.3,1.3
"21041","Kentucky",41439,2384,36.9,0.8
"21043","Kentucky",36696,2216,40.1,0.5
"21045","Kentucky",32341,2241,42.1,0.5
"21047","Kentucky",39521,1656,28.5,0.2
"21049","Kentucky",47959,2888,41.7,0.7
"21051","Kentucky",21549,1892,39.1,0.7
"21053","Kentucky",28025,2629,40.7,0.8
"21055","Kentucky",35316,3742,43,1
"21057","Kentucky",32019,3342,44.8,0.3
"21059","Kentucky",45989,1577,39.1,0.4
"21061","Kentucky",41710,3938,42.5,0.7
"21063","Kentucky",28224,5065,41.7,0.6
"21065","Kentucky",29770,4117,42.7,0.5
"21067","Kentucky",49778,810,34.1,0.2
"21069","Kentucky",35469,4094,40.4,0.4
"21071","Kentucky",30096,2551,40.5,0.5
"21073","Kentucky",47964,2842,40.7,0.4
"21075","Kentucky",28359,4067,42.8,0.7
"21077","Kentucky",48370,3904,37.8,1.3
"21079","Kentucky",44243,2240,41.8,0.5
"21081","Kentucky",44824,3492,36.7,0.7
"21083","Kentucky",39530,2015,40.3,0.4
"21085","Kentucky",35030,2737,39.7,0.6
"21087","Kentucky",34982,4555,44.2,0.3
"21089","Kentucky",45370,1926,42.9,0.5
"21091","Kentucky",50476,3754,41.6,0.8
"21093","Kentucky",50765,1766,35.7,0.2
"21095","Kentucky",25814,1880,41,0.5
"21097","Kentucky",35681,2545,41.9,0.7
"21099","Kentucky",34774,2799,40.9,0.6
"21101","Kentucky",41036,2205,40.1,0.4
"21103","Kentucky",46495,2717,41.3,0.6
"21105","Kentucky",41218,3677,47.7,1.2
"21107","Kentucky",42346,1747,40.8,0.4
"21109","Kentucky",29826,2574,39.8,1
"21111","Kentucky",48695,711,37.9,0.2
"21113","Kentucky",50558,2236,37.4,0.5
"21115","Kentucky",35570,1792,40.9,0.7
"21117","Kentucky",54296,1616,36.4,0.2
"21119","Kentucky",30411,3850,40.8,0.5
"21121","Kentucky",26599,2214,39.2,0.6
"21123","Kentucky",38578,3292,40.6,0.5
"21125","Kentucky",36020,1271,38.5,0.4
"21127","Kentucky",35935,4264,40.3,1
"21129","Kentucky",22698,3375,41.9,0.9
"21131","Kentucky",25872,4978,42,0.7
"21133","Kentucky",30333,2764,41.6,0.7
"21135","Kentucky",28630,2096,40.8,0.7
"21137","Kentucky",37139,1784,40.3,0.8
"21139","Kentucky",42171,4811,45.9,0.6
"21141","Kentucky",38570,2613,40.5,0.4
"21143","Kentucky",46931,3437,49,0.8
"21145","Kentucky",44067,2174,42.5,0.3
"21147","Kentucky",19328,2179,38.8,1.3
"21149","Kentucky",40770,3639,41.8,1
"21151","Kentucky",42390,2162,33.9,0.3
"21153","Kentucky",28500,3420,41,0.7
"21155","Kentucky",38826,3588,38.8,0.6
"21157","Kentucky",45212,2855,44.9,0.3
"21159","Kentucky",25795,4616,38.1,0.6
"21161","Kentucky",38824,2186,41.1,0.6
"21163","Kentucky",49884,1918,36.7,0.5
"21165","Kentucky",31503,3675,41.6,1.8
"21167","Kentucky",42083,4083,42.6,0.5
"21169","Kentucky",32294,2849,43.4,0.6
"21171","Kentucky",31045,1990,42.7,0.8
"21173","Kentucky",39275,3473,38.8,0.6
"21175","Kentucky",29707,2980,40.7,0.6
"21177","Kentucky",38961,2438,41.5,0.3
"21179","Kentucky",49298,2651,37.9,0.7
"21181","Kentucky",36097,3292,41.8,1.1
"21183","Kentucky",40189,2883,40.2,0.6
"21185","Kentucky",85452,2772,39.6,0.4
"21187","Kentucky",41934,4265,41.7,1.1
"21189","Kentucky",20985,3161,43,3.1
"21191","Kentucky",48353,4990,41.5,1.6
"21193","Kentucky",32667,3938,41.4,0.4
"21195","Kentucky",33183,1404,41.1,0.4
"21197","Kentucky",29736,4655,38.4,0.8
"21199","Kentucky",34790,2528,42,0.5
"21201","Kentucky",31741,3839,46.7,4.7
"21203","Kentucky",31555,2508,41.8,0.7
"21205","Kentucky",36860,3376,32.2,1
"21207","Kentucky",30720,1909,42.9,1.1
"21209","Kentucky",63027,2780,35.8,0.3
"21211","Kentucky",60324,2729,38.7,0.5
"21213","Kentucky",39679,3954,39.6,0.5
"21215","Kentucky",63000,3435,40.5,0.5
"21217","Kentucky",33340,2455,39.2,0.6
"21219","Kentucky",40497,4357,36.9,0.8
"21221","Kentucky",44083,4643,45.1,0.5
"21223","Kentucky",47409,3974,41.1,1.4
"21225","Kentucky",40120,3015,37.1,0.8
"21227","Kentucky",44911,1525,32.8,0.2
"21229","Kentucky",40976,5053,41.5,0.7
"21231","Kentucky",28573,2414,42,0.5
"21233","Kentucky",38917,2794,39.7,0.8
"21235","Kentucky",31014,2554,37.1,0.5
"21237","Kentucky",20504,2614,41.8,0.8
"21239","Kentucky",58750,3915,41.9,0.7
"22001","Louisiana",37649,2481,35.7,0.2
"22003","Louisiana",40948,3552,38.5,1.1
"22005","Louisiana",70551,1834,34.8,0.3
"22007","Louisiana",49167,2888,39.3,1.1
"22009","Louisiana",33739,3075,38.2,0.4
"22011","Louisiana",45969,3637,37.5,0.5
"22013","Louisiana",32876,2567,42.3,0.7
"22015","Louisiana",52892,2213,34.7,0.2
"22017","Louisiana",41234,1042,36.6,0.2
"22019","Louisiana",45312,1319,36.1,0.2
"22021","Louisiana",33294,4550,39.9,1.4
"22023","Louisiana",64231,4778,42.6,2.5
"22025","Louisiana",34904,5260,38.5,0.7
"22027","Louisiana",32072,2317,42.2,1.2
"22029","Louisiana",29654,4145,38.3,1
"22031","Louisiana",41468,3013,39.8,0.9
"22033","Louisiana",49285,1121,33.2,0.2
"22035","Louisiana",21099,2897,33.3,1.7
"22037","Louisiana",45520,2989,41.8,0.5
"22039","Louisiana",30009,2571,35.8,0.3
"22041","Louisiana",30275,3181,37.9,0.9
"22043","Louisiana",39914,2467,37.6,0.5
"22045","Louisiana",45261,1707,35.8,0.2
"22047","Louisiana",45117,4436,38.4,0.5
"22049","Louisiana",38029,3781,39.6,0.6
"22051","Louisiana",47947,969,38.7,0.2
"22053","Louisiana",39063,3231,38.4,0.5
"22055","Louisiana",51869,995,34,0.2
"22057","Louisiana",51030,1656,36.6,0.3
"22059","Louisiana",37310,5329,38.6,1
"22061","Louisiana",33467,2386,27.4,0.4
"22063","Louisiana",58251,2946,35.3,0.1
"22065","Louisiana",23854,2595,34.6,0.4
"22067","Louisiana",28003,3159,39.3,0.7
"22069","Louisiana",31345,1707,33.8,0.4
"22071","Louisiana",36792,654,35.4,0.1
"22073","Louisiana",37754,1680,34.7,0.2
"22075","Louisiana",50314,4333,36.5,0.6
"22077","Louisiana",43825,4227,42.6,0.5
"22079","Louisiana",40734,1418,37.4,0.3
"22081","Louisiana",38000,5108,39.8,0.7
"22083","Louisiana",36421,3154,38,0.5
"22085","Louisiana",38828,2100,41.5,0.6
"22087","Louisiana",42753,1795,33,0.3
"22089","Louisiana",59990,2481,37.2,0.4
"22091","Louisiana",35437,5503,39.2,1.9
"22093","Louisiana",51107,5713,38.8,0.5
"22095","Louisiana",50921,1889,36,0.4
"22097","Louisiana",32625,1978,36.6,0.3
"22099","Louisiana",42794,3904,36.7,0.5
"22101","Louisiana",40781,1518,37.7,0.6
"22103","Louisiana",62137,1685,39.8,0.3
"22105","Louisiana",41302,1952,34.4,0.2
"22107","Louisiana",22940,3368,43,1.6
"22109","Louisiana",47826,2388,35.2,0.2
"22111","Louisiana",34992,3463,41.7,0.8
"22113","Louisiana",45374,2499,36.7,0.4
"22115","Louisiana",46312,1385,30,0.1
"22117","Louisiana",30705,1997,39.2,0.9
"22119","Louisiana",33681,2328,40.9,0.5
"22121","Louisiana",53703,3313,35.4,0.2
"22123","Louisiana",31926,4339,39.7,1.5
"22125","Louisiana",56685,12161,40.4,1.1
"22127","Louisiana",31087,4239,41.3,0.7
"23001","Maine",47537,1689,40.6,0.3
"23003","Maine",36923,893,46.6,0.2
"23005","Maine",60051,1201,41.9,0.3
"23007","Maine",42811,2003,44.9,0.3
"23009","Maine",47030,1669,47.4,0.3
"23011","Maine",46917,1596,44,0.2
"23013","Maine",50693,1972,47.2,0.3
"23015","Maine",50462,2464,49.8,0.2
"23017","Maine",40630,1663,45.7,0.2
"23019","Maine",44271,1142,41.3,0.3
"23021","Maine",37495,2115,49.8,0.2
"23023","Maine",53298,2998,45.2,0.2
"23025","Maine",40066,1771,44.9,0.1
"23027","Maine",44082,1630,45,0.2
"23029","Maine",38083,1141,46.8,0.4
"23031","Maine",57919,1817,44.1,0.2
"24001","Maryland",40551,1256,41.5,0.4
"24003","Maryland",89860,1208,38.4,0.2
"24005","Maryland",67095,812,39.1,0.2
"24009","Maryland",95828,1911,40.6,0.3
"24011","Maryland",52465,2207,40.1,0.3
"24013","Maryland",85385,1630,42.2,0.2
"24015","Maryland",66396,2103,40.1,0.4
"24017","Maryland",90607,1803,37.7,0.3
"24019","Maryland",47093,1931,43.8,0.5
"24021","Maryland",83700,1810,39.1,0.2
"24023","Maryland",45432,3020,44.5,0.2
"24025","Maryland",80465,1153,40.1,0.2
"24027","Maryland",110238,1963,38.8,0.2
"24029","Maryland",58147,3437,46.2,0.5
"24031","Maryland",99435,952,38.5,0.2
"24033","Maryland",74260,766,35.8,0.1
"24035","Maryland",85963,3994,43.5,0.3
"24037","Maryland",86987,2126,36.3,0.3
"24039","Maryland",35154,3464,37,0.6
"24041","Maryland",58228,4949,49,0.3
"24043","Maryland",56228,1335,40.4,0.3
"24045","Maryland",52278,1532,35.5,0.3
"24047","Maryland",56773,2857,49.1,0.2
"24510","Maryland",42241,536,34.6,0.1
"25001","Massachusetts",63251,1533,51.3,0.1
"25003","Massachusetts",49956,1524,45.8,0.1
"25005","Massachusetts",56842,935,40.6,0.1
"25007","Massachusetts",64222,8996,45.9,0.9
"25009","Massachusetts",69068,1020,40.6,0.2
"25011","Massachusetts",55221,1954,45.1,0.2
"25013","Massachusetts",50461,855,38.6,0.2
"25015","Massachusetts",61368,1419,35.9,0.2
"25017","Massachusetts",85118,757,38.5,0.2
"25019","Massachusetts",84057,7361,39.5,1.4
"25021","Massachusetts",88262,1348,40.9,0.2
